URL,POSITIVE SCORE,Negaive SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
https://insights.blackcoffer.com/which-one-is-better-ai-or-big-data/,10,2,0.6666661111115741,0.07058819377165072,17.09090909090909,41.22,23.32436363636364,155,376,2.404255319148936,3,6.86968085106383
https://insights.blackcoffer.com/how-robots-can-help-in-e-learning-platforms/,21,30,-0.17647055363322478,0.29999982352951554,14.387755102040817,36.88,20.50710204081633,260,705,2.1390070921985815,30,6.6127659574468085
https://insights.blackcoffer.com/how-does-big-data-help-in-finance-and-the-growth-of-large-firms/,5,3,0.24999968750039064,0.04705879584776715,11.409090909090908,41.43,21.135636363636365,104,251,2.258964143426295,0,6.725099601593626
https://insights.blackcoffer.com/future-of-work-robot-ai-and-automation/,12,6,0.33333314814825105,0.10588229065747608,14.608695652173912,41.96,22.627478260869566,141,336,2.2797619047619047,5,6.785714285714286
https://insights.blackcoffer.com/how-ai-will-help-the-defense-power-of-a-country/,15,39,-0.44444436213993294,0.31764687197242825,10.328947368421053,34.65,17.99157894736842,272,785,2.2089171974522293,7,6.551592356687898
https://insights.blackcoffer.com/future-of-ai-and-machine-roles-in-the-medical-sector/,14,5,0.4736839612189678,0.11176464013844697,19.923076923076923,33.4,21.329230769230772,173,518,2.11003861003861,6,6.357142857142857
https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,25,16,0.21951214158240448,0.24117632871980663,22.6,45.58,27.272000000000006,515,1130,2.4017699115044246,1,7.276991150442478
https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,25,32,-0.12280699599877262,0.33529392041534095,12.138461538461538,31.81,17.579384615384615,251,789,2.0722433460076046,7,6.32446134347275
https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,28,37,-0.1384615171597666,0.3823527162631081,15.569230769230769,44.17,23.89569230769231,447,1012,2.408102766798419,3,7.16699604743083
https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,30,19,0.2244897501041326,0.2882351245675738,11.933333333333334,35.75,19.073333333333334,320,895,2.0871508379888266,17,6.337430167597765
https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,28,24,0.07692306213018035,0.3058821730104865,18.14814814814815,37.35,22.19925925925926,366,980,2.179591836734694,16,6.678571428571429
https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,30,18,0.2499999479166775,0.2823527750866029,15.704545454545455,35.89,20.637818181818183,248,691,2.1316931982633864,21,6.564399421128799
https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,13,4,0.5294114532873805,0.0999999411765052,10.8,29.4,16.080000000000002,127,432,2.178240740740741,7,6.543981481481482
https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,50,25,0.3333332888888948,0.441176211072817,15.6,38.11,21.484,327,858,2.1655011655011656,18,6.582750582750583
https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,14,6,0.3999998000001,0.11764698961941787,13.724137931034482,34.42,19.257655172413795,137,398,1.9472361809045227,2,6.221105527638191
https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,30,34,-0.06249999023437652,0.3764703667821372,18.058823529411764,38.44,22.599529411764706,472,1228,2.208469055374593,11,6.528501628664495
https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,18,39,-0.3684209879963179,0.33529392041534095,12.827586206896552,37.81,20.255034482758624,422,1116,2.1765232974910393,1,6.592293906810036
https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,19,20,-0.025641019066405365,0.22941162975786483,17.564102564102566,46.42,25.59364102564103,318,685,2.4,10,7.2569343065693435
https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,15,20,-0.14285710204082797,0.20588223183398127,11.75,35.11,18.744,264,752,2.078457446808511,6,6.351063829787234
https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,26,16,0.23809518140590918,0.24705867820077754,29.482758620689655,35.56,26.01710344827586,304,855,2.1824561403508773,32,6.63859649122807
https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,27,11,0.4210525207756524,0.22352928027689395,17.115384615384617,38.09,22.082153846153847,339,890,2.2213483146067414,11,6.7438202247191015
https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,11,2,0.6923071597637233,0.07647054325262162,19.75,45.25,26.0,143,316,2.348101265822785,0,7.022151898734177
https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,40,31,0.12676054552668373,0.4176468131489334,137.28571428571428,36.73,69.6062857142857,353,961,2.0176899063475546,15,6.313215400624349
https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,8,0,0.9999987500015626,0.04705879584776715,17.16,44.76,24.768,192,429,2.242424242424242,0,6.862470862470863
https://insights.blackcoffer.com/evolution-of-advertising-industry/,7,3,0.3999996000004,0.058823494809708936,22.473684210526315,43.09,26.225473684210527,184,427,2.46135831381733,1,7.278688524590164
https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,2,-0.9999950000249999,0.011764698961941787,103.0,36.89,55.955999999999996,38,103,2.504854368932039,2,7.087378640776699
https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,15,34,-0.38775502290713815,0.2882351245675738,13.244444444444444,36.91,20.061777777777777,220,596,2.2114093959731544,31,6.676174496644295
https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,6,39,-0.7333331703704066,0.2647057266436902,18.30952380952381,39.01,22.927809523809525,300,769,2.197659297789337,2,6.775032509752926
https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,7,9,-0.12499992187504883,0.0941175916955343,17.652173913043477,37.19,21.936869565217393,151,406,2.1773399014778323,4,6.467980295566503
https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,40,39,0.012658226245794145,0.4647056089967006,11.623529411764705,36.44,19.225411764705882,360,988,2.165991902834008,10,6.603238866396761
https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,16,1,0.882352422145634,0.0999999411765052,13.5,43.12,22.648,163,378,2.2566137566137567,4,6.849206349206349
https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,4,0,0.9999975000062501,0.023529397923883574,17.0,33.03,20.012,73,221,1.9864253393665159,0,6.3031674208144794
https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,10,7,0.1764704844291268,0.0999999411765052,27.058823529411764,37.83,25.955529411764708,174,460,2.0608695652173914,4,6.3652173913043475
https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,3,5,-0.24999968750039064,0.04705879584776715,25.90909090909091,42.11,27.207636363636365,120,285,2.3403508771929826,1,6.8
https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,6,0.3999998000001,0.11764698961941787,8.652173913043478,40.7,19.740869565217395,81,199,2.2562814070351758,0,6.874371859296482
https://insights.blackcoffer.com/how-we-forecast-future-technologies/,2,0,0.9999950000249999,0.011764698961941787,11.5,46.74,23.296000000000003,43,92,2.4456521739130435,1,7.217391304347826
https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,15,11,0.15384609467457896,0.15294108650524324,8.090909090909092,29.44,15.012363636363638,131,445,1.9325842696629214,19,5.973033707865168
https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,4,0,0.9999975000062501,0.023529397923883574,17.5,31.43,19.572000000000003,33,105,1.8952380952380952,1,5.771428571428571
https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,13,11,0.08333329861112558,0.14117638754330145,20.55,48.42,27.588,199,411,2.3600973236009732,0,7.267639902676399
https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0,7,-0.9999985714306123,0.04117644636679625,15.2,32.89,19.236000000000004,25,76,1.9605263157894737,3,6.118421052631579
https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,6,12,-0.33333314814825105,0.10588229065747608,11.176470588235293,35.26,18.57458823529412,67,190,2.042105263157895,6,6.268421052631579
https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,20,37,-0.29824556171130495,0.33529392041534095,20.244897959183675,44.15,25.757959183673474,438,992,2.3518145161290325,15,7.253024193548387
https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,20,18,0.05263156509695655,0.22352928027689395,20.2,34.65,21.939999999999998,315,909,2.0286028602860284,19,6.393839383938394
https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,13,18,-0.16129027055152564,0.18235283391009768,12.014285714285714,32.82,17.933714285714284,276,841,2.0118906064209274,18,6.2461355529131986
https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,13,4,0.5294114532873805,0.0999999411765052,7.509433962264151,35.18,17.075773584905658,140,398,2.128140703517588,1,6.339195979899498
https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,36,6,0.7142855442177275,0.24705867820077754,11.8,36.16,19.183999999999997,256,708,1.9689265536723164,4,6.203389830508475
https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,16,6,0.4545452479339782,0.12941168858135965,18.071428571428573,39.13,22.880571428571432,99,253,1.9644268774703557,8,6.027667984189724
https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,29,14,0.348837128177412,0.2529410276817484,22.902439024390244,41.75,25.8609756097561,392,939,2.2215122470713524,8,6.727369542066028
https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,11,45,-0.6071427487245091,0.32941157093437,8.716666666666667,36.14,17.942666666666668,189,523,2.0611854684512427,13,6.437858508604206
https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,32,15,0.3617020507016913,0.276470425605632,10.5,26.02,14.607999999999999,153,588,1.8979591836734695,5,6.037414965986395
https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,10,33,-0.5348835965386984,0.2529410276817484,20.821428571428573,28.13,19.58057142857143,164,583,1.9056603773584906,2,6.056603773584905
https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,13,10,0.13043472589794528,0.13529403806233056,15.871794871794872,40.39,22.504717948717953,250,619,2.3877221324717284,9,7.016155088852988
https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,11,52,-0.6507935474930877,0.3705880173011663,8.774193548387096,35.85,17.84967741935484,195,544,2.045955882352941,15,6.389705882352941
https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,11,12,-0.043478241965981754,0.13529403806233056,18.94736842105263,35.56,21.802947368421055,128,360,2.136111111111111,5,6.516666666666667
https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,4,5,-0.11111098765445816,0.05294114532873804,16.0,36.88,21.152,59,160,2.11875,0,6.55625
https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,3,18,-0.7142853741498219,0.12352933910038877,24.5,36.96,24.584000000000003,163,441,2.247165532879819,0,6.807256235827665
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,4,29,-0.7575755280074157,0.19411753287203948,20.0,37.06,22.824,252,680,2.1411764705882352,5,6.697058823529412
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,5,119,-0.9193547645681641,0.7294113356403907,12.561728395061728,31.35,17.564691358024692,638,2035,2.0491400491400493,0,6.399017199017199
https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,8,29,-0.5675674141709691,0.21764693079592307,15.426229508196721,37.41,21.13449180327869,352,941,2.1849096705632305,10,6.69287991498406
https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,17,38,-0.3818181123967068,0.32352922145339913,19.0625,45.14,25.681,413,915,2.33551912568306,0,6.969398907103825
https://insights.blackcoffer.com/human-rights-outlook/,1,0,0.9999900000999989,0.005882349480970894,17.75,39.44,22.876,28,71,2.0704225352112675,2,6.380281690140845
https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,16,2,0.7777773456792524,0.10588229065747608,15.193548387096774,39.07,21.70541935483871,184,471,1.9851380042462845,2,6.443736730360934
https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,24,30,-0.11111109053498323,0.31764687197242825,9.21359223300971,32.56,16.709436893203883,309,949,2.134878819810327,6,6.639620653319284
https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,18,17,0.028571420408165595,0.20588223183398127,14.363636363636363,41.56,22.369454545454545,394,948,2.1234177215189876,5,6.6044303797468356
https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,5,19,-0.583333090277879,0.14117638754330145,17.4,33.66,20.424,205,609,2.1067323481116587,3,6.533661740558292
https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,3,46,-0.8775508413161548,0.2882351245675738,24.073170731707318,39.82,25.557268292682927,393,987,2.347517730496454,1,6.984802431610942
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,4,25,-0.724137681331834,0.17058813494815592,16.71875,37.38,21.6395,200,535,2.2186915887850467,5,6.74392523364486
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,12,37,-0.5102039775093923,0.2882351245675738,9.878787878787879,35.43,18.123515151515154,231,652,2.0690184049079754,37,6.355828220858895
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,19,24,-0.11627904272580401,0.2529410276817484,21.466666666666665,36.34,23.12266666666667,234,644,2.125776397515528,12,6.355590062111801
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,6,31,-0.6756754930606775,0.21764693079592307,28.0,39.43,26.972000000000005,276,700,2.3814285714285712,2,7.215714285714285
https://insights.blackcoffer.com/travel-and-tourism-outlook/,2,1,0.3333322222259259,0.01764704844291268,15.5,39.78,22.112000000000002,37,93,2.010752688172043,2,6.225806451612903
https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,17,27,-0.22727267561984643,0.2588233771627193,13.863636363636363,32.79,18.661454545454546,200,610,2.078688524590164,13,6.39672131147541
https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,6,20,-0.5384613313610264,0.15294108650524324,20.58823529411765,36.0,22.635294117647064,126,350,2.1914285714285713,4,6.671428571428572
https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,9,45,-0.6666665432098994,0.31764687197242825,14.71111111111111,37.01,20.688444444444443,245,662,2.2900302114803623,4,6.8700906344410875
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,10,26,-0.4444443209876886,0.21176458131495215,21.76923076923077,30.57,20.935692307692307,173,566,1.9505300353356891,7,6.203180212014134
https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0.0,0.0,30.333333333333332,42.86,29.27733333333333,39,91,2.10989010989011,0,6.681318681318682
https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,7,3,0.3999996000004,0.058823494809708936,16.105263157894736,32.03,19.254105263157896,98,306,1.957516339869281,4,6.163398692810458
https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,3,39,-0.857142653061273,0.24705867820077754,26.63157894736842,38.34,25.988631578947373,194,506,2.2984189723320156,3,7.0019762845849804
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,6,10,-0.24999984375009765,0.0941175916955343,21.5625,21.74,17.320999999999998,75,345,1.8057971014492753,42,5.6753623188405795
https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,3,37,-0.849999787500053,0.23529397923883574,25.130434782608695,37.89,25.20817391304348,219,578,2.3062283737024223,0,7.095155709342561
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,12,32,-0.45454535123969286,0.2588233771627193,15.216216216216216,37.66,21.150486486486486,212,563,2.310834813499112,0,7.076376554174067
https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,13,27,-0.3499999125000218,0.23529397923883574,14.404761904761905,38.18,21.033904761904765,231,605,2.193388429752066,3,6.909090909090909
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,6,16,-0.4545452479339782,0.12941168858135965,15.931034482758621,36.36,20.916413793103448,168,462,2.1818181818181817,8,6.54978354978355
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,24,51,-0.3599999520000064,0.441176211072817,14.096774193548388,33.87,19.186709677419355,296,874,2.0274599542334095,4,6.366132723112128
https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,12,40,-0.5384614349112625,0.3058821730104865,20.976190476190474,38.37,23.73847619047619,338,881,2.264472190692395,3,6.7162315550510785
https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,7,21,-0.4999998214286352,0.164705785467185,52.666666666666664,20.25,29.166666666666664,96,474,1.6708860759493671,46,5.386075949367089
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,25,59,-0.4047618565759694,0.4941173564015551,24.878048780487806,35.2,24.031219512195122,359,1020,2.1823529411764704,11,6.752941176470588
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,14,15,-0.03448274673008733,0.17058813494815592,10.03125,33.33,17.3445,214,642,1.8582554517133956,7,5.912772585669782
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,4,14,-0.5555552469137517,0.10588229065747608,19.3,39.38,23.472000000000005,76,193,2.481865284974093,1,7.238341968911917
https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,16,86,-0.6862744425221134,0.5999996470590311,17.289473684210527,35.24,21.011789473684214,463,1314,2.149923896499239,6,6.614155251141552
https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,16,36,-0.38461531065090176,0.3058821730104865,15.09433962264151,29.25,17.737735849056605,234,800,1.85625,36,5.82875
https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,16,55,-0.5492956972822961,0.4176468131489334,16.065573770491802,38.27,21.734229508196723,375,980,2.1775510204081634,12,6.605102040816327
https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,14,47,-0.5409835178715544,0.3588233183392245,25.575,39.69,26.106,406,1023,2.2082111436950145,11,6.855327468230694
https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,9,29,-0.5263156509695655,0.22352928027689395,14.837837837837839,39.71,21.819135135135138,218,549,2.1948998178506374,9,6.741347905282331
https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,25,23,0.041666657986112916,0.2823527750866029,18.35185185185185,40.46,23.524740740740743,401,991,2.3370332996972754,2,7.028254288597377
https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,7,26,-0.5757574012856359,0.19411753287203948,16.357142857142858,37.99,21.738857142857142,174,458,2.1768558951965065,3,6.718340611353712
https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,4,65,-0.8840578428901676,0.40588211418699166,16.083333333333332,38.34,21.769333333333336,296,772,2.260362694300518,7,6.757772020725389
https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,2,13,-0.7333328444447704,0.0882352422145634,12.384615384615385,34.78,18.865846153846157,56,161,2.142857142857143,4,6.577639751552795
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0,7,-0.9999985714306123,0.04117644636679625,17.733333333333334,40.6,23.333333333333336,108,266,2.31203007518797,1,6.943609022556391
https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,4,26,-0.7333330888889704,0.1764704844291268,91.63636363636364,35.52,50.862545454545455,358,1008,2.3541666666666665,3,7.111111111111111
https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,35,29,0.09374998535156479,0.3764703667821372,17.54237288135593,38.55,22.436949152542372,399,1035,2.178743961352657,0,6.730434782608696
https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,7,19,-0.4615382840237369,0.15294108650524324,13.87037037037037,43.12,22.79614814814815,323,749,2.3791722296395195,8,7.337783711615487
https://insights.blackcoffer.com/continued-demand-for-sustainability/,10,11,-0.04761902494332146,0.12352933910038877,17.863636363636363,48.85,26.685454545454547,192,393,2.7404580152671754,0,8.022900763358779
https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,3,7,-0.3999996000004,0.058823494809708936,15.333333333333334,42.93,23.305333333333337,79,184,2.3532608695652173,4,7.086956521739131
https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,3,0,0.9999966666777778,0.01764704844291268,17.8,26.97,17.907999999999998,48,178,1.7752808988764044,7,5.674157303370786
https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,12,-0.9999991666673611,0.07058819377165072,21.0,40.74,24.696,77,189,2.312169312169312,5,6.814814814814815
https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,4,-0.9999975000062501,0.023529397923883574,23.6,40.68,25.712000000000003,48,118,2.2288135593220337,3,6.8474576271186445
https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,3,9,-0.49999958333368055,0.07058819377165072,33.75,40.74,29.796000000000006,55,135,2.303703703703704,8,6.874074074074074
https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0,0,0.0,0.0,15.166666666666666,35.16,20.130666666666666,32,91,2.3956043956043955,0,7.065934065934066
https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,5,50,-0.8181816694215146,0.32352922145339913,15.757575757575758,35.96,20.687030303030305,187,520,2.1423076923076922,0,6.588461538461538
https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,1,12,-0.8461531952667729,0.07647054325262162,30.75,36.59,26.936000000000003,90,246,2.1707317073170733,3,6.735772357723577
https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,9,43,-0.653846028106533,0.3058821730104865,18.76923076923077,47.85,26.64769230769231,467,976,2.4743852459016393,1,7.409836065573771
https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,3,6,-0.3333329629633745,0.05294114532873804,13.346153846153847,30.55,17.55846153846154,106,347,2.2651296829971184,2,6.564841498559078
https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,16,17,-0.030303021120296626,0.19411753287203948,18.470588235294116,45.22,25.476235294117647,284,628,2.3136942675159236,2,6.839171974522293
https://insights.blackcoffer.com/blockchain-in-fintech/,4,9,-0.38461508875762407,0.07647054325262162,14.88888888888889,41.54,22.57155555555556,167,402,2.31592039800995,2,7.298507462686567
https://insights.blackcoffer.com/blockchain-for-payments/,10,18,-0.2857141836735058,0.164705785467185,14.368421052631579,37.73,20.839368421052633,206,546,2.2637362637362637,9,7.021978021978022
https://insights.blackcoffer.com/the-future-of-investing/,19,8,0.40740725651583093,0.15882343598621412,17.263157894736842,39.02,22.51326315789474,256,656,2.1890243902439024,2,6.7682926829268295
https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,13,35,-0.45833323784724206,0.2823527750866029,13.333333333333334,43.68,22.805333333333337,297,680,2.2161764705882354,2,6.654411764705882
https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,15,4,0.5789470637120717,0.11176464013844697,19.6875,48.57,27.302999999999997,153,315,2.6031746031746033,0,7.847619047619047
https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,13,41,-0.5185184224965884,0.31764687197242825,10.293103448275861,36.52,18.725241379310347,218,597,2.274706867671692,8,6.71356783919598
https://insights.blackcoffer.com/obstacles-to-data-driven-healthcare/,15,24,-0.2307691715976483,0.22941162975786483,19.387096774193548,36.77,22.46283870967742,221,601,2.2246256239600664,3,6.5141430948419305
https://insights.blackcoffer.com/monetization-of-data-innovate-to-harvest-the-full-value-of-data/,14,4,0.5555552469137517,0.10588229065747608,17.14814814814815,44.28,24.571259259259264,205,463,2.613390928725702,0,7.518358531317495
